phase,pair,game_index,black,white,winner
round_robin,rl_model.pth_vs_rl_model_20260225_123900.pth,15,rl_model_20260225_123900.pth,rl_model.pth,black
round_robin,rl_model.pth_vs_rl_model_20260225_123900.pth,16,rl_model.pth,rl_model_20260225_123900.pth,black
round_robin,rl_model.pth_vs_rl_model_20260225_123900.pth,17,rl_model_20260225_123900.pth,rl_model.pth,black
round_robin,rl_model.pth_vs_rl_model_20260225_123900.pth,18,rl_model.pth,rl_model_20260225_123900.pth,black
round_robin,rl_model.pth_vs_rl_model_20260225_123900.pth,19,rl_model_20260225_123900.pth,rl_model.pth,black
round_robin,rl_model.pth_vs_rl_model_20260225_123900.pth,20,rl_model.pth,rl_model_20260225_123900.pth,black
round_robin,rl_model.pth_vs_rl_model_20260225_123900.pth,21,rl_model_20260225_123900.pth,rl_model.pth,black
round_robin,rl_model.pth_vs_rl_model_20260225_123900.pth,22,rl_model.pth,rl_model_20260225_123900.pth,black
round_robin,rl_model.pth_vs_rl_model_20260225_123900.pth,23,rl_model_20260225_123900.pth,rl_model.pth,black
round_robin,rl_model.pth_vs_rl_model_20260225_123900.pth,24,rl_model.pth,rl_model_20260225_123900.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,0,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,1,rl_model_20260225_121530.pth,rl_model_20260225_120931.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,2,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,3,rl_model_20260225_121530.pth,rl_model_20260225_120931.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,4,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,5,rl_model_20260225_121530.pth,rl_model_20260225_120931.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,6,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,7,rl_model_20260225_121530.pth,rl_model_20260225_120931.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,8,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,9,rl_model_20260225_121530.pth,rl_model_20260225_120931.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,10,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,11,rl_model_20260225_121530.pth,rl_model_20260225_120931.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,12,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,13,rl_model_20260225_121530.pth,rl_model_20260225_120931.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,14,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,15,rl_model_20260225_121530.pth,rl_model_20260225_120931.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,16,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,17,rl_model_20260225_121530.pth,rl_model_20260225_120931.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,18,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,19,rl_model_20260225_121530.pth,rl_model_20260225_120931.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,20,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,21,rl_model_20260225_121530.pth,rl_model_20260225_120931.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,22,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,23,rl_model_20260225_121530.pth,rl_model_20260225_120931.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121530.pth,24,rl_model_20260225_120931.pth,rl_model_20260225_121530.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,0,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,1,rl_model_20260225_121826.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,2,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,3,rl_model_20260225_121826.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,4,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,5,rl_model_20260225_121826.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,6,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,7,rl_model_20260225_121826.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,8,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,9,rl_model_20260225_121826.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,10,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,11,rl_model_20260225_121826.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,12,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,13,rl_model_20260225_121826.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,14,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,15,rl_model_20260225_121826.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,16,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,17,rl_model_20260225_121826.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,18,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,19,rl_model_20260225_121826.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,20,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,21,rl_model_20260225_121826.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,22,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,23,rl_model_20260225_121826.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_121826.pth,24,rl_model_20260225_120931.pth,rl_model_20260225_121826.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,0,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,1,rl_model_20260225_122058.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,2,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,3,rl_model_20260225_122058.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,4,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,5,rl_model_20260225_122058.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,6,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,7,rl_model_20260225_122058.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,8,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,9,rl_model_20260225_122058.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,10,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,11,rl_model_20260225_122058.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,12,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,13,rl_model_20260225_122058.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,14,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,15,rl_model_20260225_122058.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,16,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,17,rl_model_20260225_122058.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,18,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,19,rl_model_20260225_122058.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,20,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,21,rl_model_20260225_122058.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,22,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,23,rl_model_20260225_122058.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122058.pth,24,rl_model_20260225_120931.pth,rl_model_20260225_122058.pth,white
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,0,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,1,rl_model_20260225_122533.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,2,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,3,rl_model_20260225_122533.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,4,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,5,rl_model_20260225_122533.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,6,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,7,rl_model_20260225_122533.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,8,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,9,rl_model_20260225_122533.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,10,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,11,rl_model_20260225_122533.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,12,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,13,rl_model_20260225_122533.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,14,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,15,rl_model_20260225_122533.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,16,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,17,rl_model_20260225_122533.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,18,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,19,rl_model_20260225_122533.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,20,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,21,rl_model_20260225_122533.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,22,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,23,rl_model_20260225_122533.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122533.pth,24,rl_model_20260225_120931.pth,rl_model_20260225_122533.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,0,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,1,rl_model_20260225_122820.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,2,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,3,rl_model_20260225_122820.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,4,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,5,rl_model_20260225_122820.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,6,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,7,rl_model_20260225_122820.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,8,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,9,rl_model_20260225_122820.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,10,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,11,rl_model_20260225_122820.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,12,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,13,rl_model_20260225_122820.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,14,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,15,rl_model_20260225_122820.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,16,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,17,rl_model_20260225_122820.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,18,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,19,rl_model_20260225_122820.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,20,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,21,rl_model_20260225_122820.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,22,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,23,rl_model_20260225_122820.pth,rl_model_20260225_120931.pth,draw
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_122820.pth,24,rl_model_20260225_120931.pth,rl_model_20260225_122820.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_123224.pth,0,rl_model_20260225_120931.pth,rl_model_20260225_123224.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_123224.pth,1,rl_model_20260225_123224.pth,rl_model_20260225_120931.pth,black
round_robin,rl_model_20260225_120931.pth_vs_rl_model_20260225_123224.pth,2,rl_model_20260225_120931.pth,rl_model_20260225_123224.pth,black
